date,model,loaded_weights,stage1_weights,uses_resnet,only_cmb_slices,cohort1,cohort2,cohort3,optimizer,epochs,batch_size,test_size,loss,lr,target_shape,iou,dice,precision,recall,f1,fpr,saved_weights,saved_thist,saved_vhist,model_hyperparams,logfile,device,notes
2024-11-14 23:27:31.297699,ViT,,RPN_test15_weights_Nov_02_2024_192506.pt,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,75,5,0.2,BCEWithLogitsLoss(),1e-05,"(300, 300)",,0.0201652948658942,0.0107065366452377,0.3014638097180936,0.0201652948658942,0.0677062140280181,vit_weights_Nov_14_2024_232731.pt,history/Nov_14_2024_232731_thist.pt,history/Nov_14_2024_232731_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_14_2024_232731.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead
"
2024-11-15 05:20:25.511224,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,75,5,0.2,BCEWithLogitsLoss(),0.0001,"(300, 300)",,0.0,0.0,0.0,0.0,0.0,vit_weights_Nov_15_2024_052025.pt,history/Nov_15_2024_052025_thist.pt,history/Nov_15_2024_052025_vhist.pt,"{'d_model': 512, 'patch_size': 32, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_15_2024_052025.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead
"
2024-11-15 06:49:06.067737,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,75,5,0.2,BCEWithLogitsLoss(),0.0001,"(300, 300)",,0.2238536266237097,0.7894736842105263,0.1358974358974359,0.2238536266237097,5.18189437439669e-05,vit_weights_Nov_15_2024_064906.pt,history/Nov_15_2024_064906_thist.pt,history/Nov_15_2024_064906_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_15_2024_064906.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by -1 to perfect square
"
2024-11-15 08:47:34.102389,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,75,20,0.2,BCEWithLogitsLoss(),0.0001,"(300, 300)",,0.2238536266237097,0.7894736842105263,0.1358974358974359,0.2238536266237097,5.181894374396692e-05,vit_weights_Nov_15_2024_084734.pt,history/Nov_15_2024_084734_thist.pt,history/Nov_15_2024_084734_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_15_2024_084734.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by -1 to perfect square - patch s-ze 64
"
2024-11-15 11:09:33.723855,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,75,20,0.2,BCEWithLogitsLoss(),0.0001,"(300, 300)",,0.0874392403701097,0.7894736842105263,0.0503117503623461,0.0874392403701097,6.557847086801271e-05,vit_weights_Nov_15_2024_110933.pt,history/Nov_15_2024_110933_thist.pt,history/Nov_15_2024_110933_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_15_2024_110933.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by 0.5 to perfect square - patch size 64
"
2024-11-16 14:21:35.742188,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,20,20,0.2,BCEWithLogitsLoss(),0.0001,"(300, 300)",,0.07802801350796,0.4473684210526316,0.0504352567697088,0.07802801350796,0.00029485058002,vit_weights_Nov_16_2024_142135.pt,history/Nov_16_2024_142135_thist.pt,history/Nov_16_2024_142135_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_16_2024_142135.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by 0.5 to perfect square - patch size 64
"
2024-11-16 14:46:21.638757,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,20,20,0.2,BCEWithLogitsLoss(),0.001,"(300, 300)",,0.0874392403701097,0.7894736842105263,0.0503117503623461,0.0874392403701097,6.557847086801271e-05,vit_weights_Nov_16_2024_144621.pt,history/Nov_16_2024_144621_thist.pt,history/Nov_16_2024_144621_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_16_2024_144621.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by 0.5 to perfect square - patch size 64
"
2024-11-16 23:00:03.069148,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,20,20,0.2,BCEWithLogitsLoss(),0.001,"(300, 300)",,0.2238536266237097,0.7894736842105263,0.1358974358974359,0.2238536266237097,5.181894374396692e-05,vit_weights_Nov_16_2024_230003.pt,history/Nov_16_2024_230003_thist.pt,history/Nov_16_2024_230003_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_16_2024_230003.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by 0 to perfect square - patch size 64
"
2024-11-17 13:38:10.513578,ViT,,,False,False,True,False,True,<class 'torch.optim.adam.Adam'>,20,20,0.2,BCEWithLogitsLoss(),0.001,"(300, 300)",,0.0,0.0,0.0,0.0,0.0,vit_weights_Nov_17_2024_133810.pt,history/Nov_17_2024_133810_thist.pt,history/Nov_17_2024_133810_vhist.pt,"{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_17_2024_133810.log,cuda,"
Added nn.Dropout(0.5, inplace=True) in SegmentationHead - Padded by 0 to perfect square - patch size 64
"
2024-11-17 19:43:07.236908,ViT,,,False,True,True,False,True,<class 'torch.optim.adam.Adam'>,15,20,0.2,BCEWithLogitsLoss(),0.0001,"(300, 300)",,0.0305136628586141,0.0178045865476415,0.172089785809186,0.0305136628586141,0.0154905630960087,"['ViT_Nov_17_2024_194307_fold_1.pt', 'ViT_Nov_17_2024_194307_fold_2.pt', 'ViT_Nov_17_2024_194307_fold_3.pt', 'ViT_Nov_17_2024_194307_fold_4.pt', 'ViT_Nov_17_2024_194307_fold_5.pt']","[[0.74988693, 0.71377784, 0.6793131, 0.64917225, 0.62032527, 0.595592, 0.5685256, 0.54221356, 0.5170494, 0.49513555, 0.47551712, 0.45293772, 0.4286017, 0.40842214, 0.38849154], [0.75496626, 0.7183719, 0.6841529, 0.6540266, 0.6265101, 0.59824497, 0.5749741, 0.5458961, 0.5258148, 0.49973145, 0.47964585, 0.45495415, 0.4337819, 0.41301736, 0.39586723], [0.753887, 0.71279365, 0.67731315, 0.64678717, 0.61803794, 0.5948022, 0.56500953, 0.5390337, 0.51713485, 0.49024782, 0.47064438, 0.44917154, 0.4308468, 0.4076871, 0.3858041], [0.756135, 0.713846, 0.67671204, 0.647214, 0.61856115, 0.5905382, 0.5635765, 0.5396058, 0.51910573, 0.49271348, 0.47351584, 0.4472784, 0.43091497, 0.40909755, 0.3891535], [0.7616138, 0.72175246, 0.6867171, 0.6572472, 0.6291689, 0.6025937, 0.57530093, 0.55042225, 0.5276067, 0.5049822, 0.48195028, 0.46047392, 0.43882838, 0.4177898, 0.39984038]]","[[0.68193644, 0.6441581, 0.61199486, 0.5832773, 0.5562982, 0.53027284, 0.5049302, 0.48028192, 0.45649028, 0.43374953, 0.412216, 0.3918584, 0.37260687, 0.3544123, 0.3372589], [0.6866375, 0.6473718, 0.61423963, 0.5852083, 0.55835265, 0.53244704, 0.5072598, 0.48281613, 0.45928475, 0.43674037, 0.4153331, 0.39499965, 0.3757409, 0.35754213, 0.34036016], [0.68802816, 0.64782834, 0.6139516, 0.5842709, 0.55688465, 0.5306948, 0.50516176, 0.48027074, 0.4563296, 0.4334982, 0.4118547, 0.39140484, 0.3721467, 0.35398045, 0.33684725], [0.6875588, 0.6486808, 0.61557174, 0.58641005, 0.5590985, 0.53272057, 0.5069227, 0.4819689, 0.45796403, 0.4350757, 0.41336578, 0.39285797, 0.37349197, 0.355255, 0.33808357], [0.69267344, 0.6538285, 0.6208615, 0.5917514, 0.5646171, 0.5384196, 0.5128911, 0.48802555, 0.46404696, 0.44113237, 0.4193656, 0.3987427, 0.37926784, 0.36089543, 0.34356016]]","{'d_model': 512, 'patch_size': 64, 'dim_ff': 2500, 'n_heads': 1, 'n_layers': 1}",Nov_17_2024_194307.log,cuda,"
- 5 fold cross validation for isa-vit
- fixed the reinitialization issue of the fitter
- save weights of each fold
- evaluate test data using each fold
- need to imrpove this by implementing end to end in one notebook (rpn and vit)
- reflect padding 
"
